IR_PPG,Red_PPG
-0.919050858096375,-0.591023925636864
-0.952795401957189,-0.613534506095895
-0.97186870684782,-0.626773645627381
-0.973845248599475,-0.627634076339875
-0.957024641680092,-0.613907210548898
-0.921482285282603,-0.585338322852475
-0.869468446710927,-0.543979778400014
-0.805092775637705,-0.493775848535016
-0.733483835652518,-0.439590687080402
-0.659741452595917,-0.386045281213912
-0.587988541192458,-0.336525998925149
-0.520727640650937,-0.292606885892742
-0.458586014794125,-0.253964047309475
-0.400442525012868,-0.218719852880174
-0.343884641866885,-0.184077837288451
-0.285926197707717,-0.147100051309574
-0.223885624516461,-0.105498632460001
-0.156257005231718,-0.0583112089655803
-0.0833357358029807,-0.00630015884057045
-0.00736069278331283,0.0480853942850237
0.0679452984037735,0.101258083924464
0.138340379320437,0.149448568809613
0.200227808912603,0.189781144366605
0.251625777843987,0.221097681899793
0.292635732705448,0.244244734205001
0.325304353969015,0.261749008787551
0.352974703851632,0.277020382944027
0.379342171581526,0.293346127408396
0.407474784687986,0.312967629852783
0.439058703562502,0.336497259285705
0.474086201870252,0.362851012212618
0.511086758011938,0.389730257028727
0.547816543120676,0.414497616927035
0.582135481050676,0.435129648206828
0.612714213928214,0.450885498088078
0.639292339317072,0.46244588794382
0.662432391471997,0.471501115897607
0.682964874319014,0.479995977228397
0.70145406239752,0.489372189282505
0.717964051283282,0.500126796397638
0.732219504970523,0.511839224620685
0.744046871723429,0.523594767538302
0.753847373752798,0.53456533047891
0.762847868321335,0.544479338304696
0.772994860824502,0.553814091651089
0.786519030913134,0.563683237664105
0.805292037579832,0.575468148295312
0.830093722435108,0.590246704789453
0.859890004086237,0.608093408562522
0.891273623577047,0.627415584594633
0.918305087328436,0.644586157070959
0.932986959273553,0.654122432572766
0.926439552939865,0.649506682977214
0.893984667659953,0.626068144230841
0.820818307873421,0.573159796922501
0.713500294236153,0.495880949793206
0.57859044740403,0.399330911583968
0.422648588032937,0.288608991035798
0.252234536778757,0.168814496889708
0.0739081142973729,0.0450467378867105
-0.105770858755332,-0.0775949772321836
-0.280242561723473,-0.194011339725962
-0.442947173951169,-0.299103040853614
-0.587324874782535,-0.387770771874126
-0.706815843561689,-0.454915224046487
-0.794860259632747,-0.499471737010441
-0.850465861197521,-0.531632811050674
-0.887182602155291,-0.554056019632257
-0.908529036831076,-0.568704822351219
-0.917850935101678,-0.576810509271705
-0.918165128102078,-0.579130881155104
-0.912102422137867,-0.576293137848027
-0.901834994426097,-0.569027278316284
-0.888961027189462,-0.558206999991659
-0.874421773071846,-0.544749227309955
-0.858559028187444,-0.529498037753235
-0.841345729120558,-0.513185233317293
-0.822691029196399,-0.496452893872342
-0.802647461666862,-0.479844627592571
-0.781402780364135,-0.463698403601839
-0.75908803775237,-0.447984709265567
-0.735575851776948,-0.432234437638622
-0.710477128404851,-0.415695926714713
-0.683419149074704,-0.397724038421843
-0.654460431121897,-0.378218061924064
-0.624334495475776,-0.35783477762113
-0.594262495461774,-0.337791803646698
-0.565318648387359,-0.31928935016721
-0.537611475530572,-0.302784018335376
-0.50969382474888,-0.287447087327031
-0.478562843831671,-0.271096759320912
-0.440374561866826,-0.250716314260833
-0.391670843425108,-0.223412593980081
-0.330656518034066,-0.187446156178252
-0.257106914665785,-0.142904067291306
-0.17526213458283,-0.0917380798142205
-0.0909285538848312,-0.0371762831207925
-0.00991254867141691,0.0172187402388483
0.0657698877626836,0.0684522385647966
0.131478751094056,0.114627605786259
0.185962354192897,0.154969544858825
0.229604820724915,0.189447109032524
0.263853661055527,0.218280874986529
0.290680293949545,0.241646925405669
0.312297471081325,0.259753630634207
0.331138353700063,0.273229498967582
0.349909313937225,0.283546542213702
0.371475919521967,0.29314096289296
0.398454419363,0.305029519958155
0.432589716018488,0.321988426718519
0.474187817205747,0.345619719639167
0.521927907692581,0.375734008201266
0.573255579142145,0.410362009806035
0.625297669846342,0.446430274316169
0.675966863128942,0.480843450594536
0.724777829071221,0.511536686816121
0.772950218960148,0.538059999002106
0.82261571016082,0.561426618176619
0.87529932958243,0.583237480308547
0.93019224155259,0.604389281915574
0.982938416055586,0.623885374543682
1.02560204770593,0.638307256836751
1.04811971499322,0.642309647691769
1.04095339551363,0.630099634149242
1.01112849281472,0.598889484641079
0.947686291157596,0.544417138688438
0.857191462258922,0.472548922231827
0.746208677835349,0.389151161211757
0.621302609603531,0.300090181568736
0.489037929280124,0.211232309243273
0.355979308581779,0.128443870175878
0.228691419225153,0.0575911903070605
0.113738932926898,-0.00116796964752594
0.0176865214036689,-0.0525734180088202
-0.0590515243653765,-0.100348278207392
-0.135274801655194,-0.147752318996901
-0.212868160127034,-0.196504955389966
-0.291127532389855,-0.246289335220003
-0.367105034230275,-0.294898987003166
-0.43649892730735,-0.338902259989255
-0.494792476891556,-0.374589526255226
-0.538347804161786,-0.398936675367858
-0.565204745125603,-0.410343748415375
-0.575411093086576,-0.40897800874189
-0.57082560686338,-0.396655742144678
-0.554480387827111,-0.376314827265232
-0.529726440034893,-0.351237984610195
-0.499455282622127,-0.324260647352052
-0.465644663688587,-0.29720419548819
-0.429331503900832,-0.270696761476358
-0.390943890835326,-0.244409748797007
-0.350805912923763,-0.217605778445983
-0.309599328261299,-0.18979911897283
