IR_PPG,Red_PPG
-1.35743624501459,-1.35493597747624
-1.31985986610866,-1.30146251817026
-1.26046255626139,-1.22666723576261
-1.18449238606717,-1.13814870372034
-1.09960514710896,-1.04457595772624
-1.01454934769679,-0.953953149934027
-0.937578410201185,-0.874401813650397
-0.874986264186791,-0.811828073100683
-0.830090823709469,-0.768496532473265
-0.802866173489729,-0.743857048549473
-0.790285940407858,-0.734776911955796
-0.787279167773545,-0.736373841791562
-0.788025291516307,-0.743058897352275
-0.787209284815812,-0.749526816383198
-0.780894303381845,-0.751456758150548
-0.766841335417073,-0.745868501456876
-0.744331241152744,-0.731163736101932
-0.713697085012466,-0.70689395399559
-0.67579238220113,-0.673376126156194
-0.631556495140202,-0.631336815346322
-0.581754131919796,-0.581701667094003
-0.526889422265187,-0.525459985795608
-0.467238173828192,-0.463474185675927
-0.402938772316933,-0.396271114443773
-0.334113414900381,-0.324012264646381
-0.261013492003013,-0.246774683156085
-0.184196891122477,-0.16502228754496
-0.104706818963751,-0.0799705269182724
-0.0241587564313847,0.00636841006505681
0.0553419664904208,0.0914180249068218
0.131444522014779,0.172403447932391
0.201898097598788,0.246786414682703
0.264950994019076,0.312723059996833
0.319740569934449,0.369442726011192
0.366566960065893,0.417469371756473
0.406930646594846,0.458607832455214
0.443263622717894,0.49561831149516
0.478391245301778,0.531621395221667
0.514863199981074,0.569382023271381
0.554337803945795,0.610674554844045
0.597214619333547,0.655908148543684
0.642663625724731,0.704115196206428
0.689045640661696,0.753316780583352
0.734553265921848,0.801186473031828
0.777864806117079,0.845841181777449
0.818623338334342,0.886487164870642
0.857582582182294,0.923708401918916
0.89635806035194,0.959340601658232
0.936862057758505,0.995920212427597
0.980621696379014,1.03579532490594
1.02821476587987,1.08023866406551
1.07902387674822,1.12899847324119
1.13143665297009,1.18047731723765
1.18348024657614,1.23239603792778
1.23369239249325,1.28268927856748
1.28190572356147,1.33042948504817
1.32964127937301,1.37651142615753
1.3798633732664,1.42369064612149
1.43591531324797,1.47559275494292
1.49965793917302,1.53462364276722
1.5691449828894,1.59924091583193
1.63650430615414,1.66151972946123
1.68697753596274,1.70612280075167
1.70007627914675,1.71160023901238
1.65064098487458,1.64768880099384
1.51329638096572,1.49018531735488
1.30448438578166,1.25750070249563
1.04064691768387,0.96804587081622
0.738225895033827,0.640231736716766
0.41366323619302,0.2924692145974
0.0834008595229227,-0.0568307811417532
-0.236119316614984,-0.389257336100566
-0.528455373859221,-0.686399535878911
-0.77716539384831,-0.929846466076663
-0.96580745822077,-1.10118721229369
-1.07793964861512,-1.18411062698701
-1.12110084536018,-1.22078428181652
-1.14541286809848,-1.24089516043664
-1.16316394423722,-1.25715236737644
-1.18101140667753,-1.2752664552727
-1.1999879067333,-1.29434266256191
-1.21678769291841,-1.30897890476145
-1.22579251007379,-1.31218876380804
-1.22123635641724,-1.2981332026021
-1.19903240420055,-1.26393221895817
-1.15797426402804,-1.21030879470684
-1.10014749367874,-1.14121370863349
-1.03051187169812,-1.06276343629779
-0.955794979768713,-0.981846135052692
-0.883009346620455,-0.904735634769082
-0.818002345008104,-0.836024711019063
-0.76442866082448,-0.778110767408972
-0.723376426145783,-0.731303922152005
-0.693663068436951,-0.694402817998071
-0.672628592479135,-0.665445847778694
-0.657107348169666,-0.642351888790691
-0.644246890727902,-0.623297104027858
-0.63196288049116,-0.60683855286603
-0.618971938442482,-0.591853959344211
-0.604505936406874,-0.57735631797783
-0.587931696743388,-0.56225480875741
-0.568493466783216,-0.545192406901889
-0.545277091722228,-0.524591752339712
-0.517369078251881,-0.49891747992001
-0.484095828633369,-0.467023834442759
-0.445210434024038,-0.428437051315351
-0.400962955524061,-0.383487856965521
-0.352076913357539,-0.333269577203613
-0.299672135800921,-0.279430258782892
-0.245119384780203,-0.223874347003425
-0.189804072945885,-0.168440803661993
-0.134863009347175,-0.114559730722429
-0.0809975338895232,-0.062931996523712
-0.0284093119444727,-0.0133641806351841
0.0231559628018434,0.0351591792671234
0.0742899438160242,0.0841939619574125
0.125756900108612,0.135431398005482
0.178311741770134,0.190262771059037
0.232507960595184,0.249379318895823
0.288490524806473,0.312468811890772
0.34579957910516,0.378080867248826
0.403257985787392,0.443750352355435
0.459038278821032,0.506424427600388
0.510956483391955,0.563110743013067
0.556947403220428,0.611547372810542
0.595585515027392,0.650678640437052
0.626475628130095,0.680802067610518
0.650400006834305,0.703393962851775
0.669213325603089,0.720766259191564
0.685536977132821,0.735732364682039
0.702327509447878,0.751310291648833
0.722404313547422,0.770382708573766
0.748004794516798,0.795269768441827
0.780416123437319,0.827293556605638
0.819762920181284,0.866526325472292
0.865066485420066,0.911885420763006
0.914643481941005,0.961595153057011
0.966771372700133,1.01388435688221
1.02037000473174,1.0676538113209
1.07533974778546,1.12279461589969
1.13225014361091,1.17987722334972
1.19129306689165,1.2390607302808
1.25072573173527,1.29835418998083
1.30528498758397,1.35175385717332
1.34520925920149,1.38812405095339
1.35654757705222,1.39177080510503
1.3219804446882,1.3408459278299
1.21904573375756,1.21729223954313
1.05525628471082,1.03457098970849
0.843927182011399,0.806143427789775
0.598373510122731,0.54547080325076
0.331910353508245,0.266014365555231
0.0578527966313686,-0.0187646358330287
-0.21048407604447,-0.295404951450236
-0.459785180055841,-0.550445331832608
-0.676735430939317,-0.770424527516361
-0.84801974423147,-0.941881289037711
-0.960323035468869,-1.05135436693288
-1.01331071908219,-1.10102103380618
-1.04803866022222,-1.13419420662033
-1.07556700543367,-1.16061173311162
-1.10271119908475,-1.18572054839415
-1.13162529274665,-1.21089091400912
-1.16041620314201,-1.23423025273861
-1.18440064346728,-1.25160265404165
-1.19763022155508,-1.25768786418335
-1.19441126354404,-1.24708307123587
-1.17065825343092,-1.21550008732984
-1.1249530404789,-1.16099843703075
-1.05912847208803,-1.08244394063353
-0.978067268619027,-0.989567998609981
-0.88921059250722,-0.890202846624458
-0.801251281911791,-0.792180720341322
-0.721273289962269,-0.703333855424937
-0.655185562524583,-0.631226463748524
-0.605792924544576,-0.579063222539621
-0.572907888757479,-0.546059607896826
-0.553873149032964,-0.528437875663968
-0.544509543336759,-0.520817088645406
-0.540208095396214,-0.517734194606599
-0.536903446510137,-0.514855886576419
-0.531728092042121,-0.509597752830461
-0.523227276335836,-0.501064157700175
-0.511147590339455,-0.489459644531153
-0.495953742274024,-0.475326908791026
-0.478264495375972,-0.458938511067231
-0.458362955468399,-0.439974708964636
-0.435916280358747,-0.417507108890365
-0.410001777998424,-0.39026538998296
-0.379435978939958,-0.357079991203766
-0.343261756457599,-0.317333732383457
-0.3011841891464,-0.271268149347656
-0.253791987964183,-0.220061942510149
-0.202480459472507,-0.16567066176366
-0.149095245600741,-0.11044141090307
-0.0954323113714082,-0.0565745190655333
-0.0428029212447024,-0.0055595480015364
0.00817068105797722,0.042248760647787
0.0575006739279696,0.0876860467040416
0.10560311249713,0.132339231622039
0.153001266745834,0.177750568379937
0.200063181838966,0.224650256557526
0.246864772976442,0.272627493087431
0.293206076186319,0.320386027520484
0.338706738154474,0.366408002793008
0.382890426868199,0.409635746610645
0.425243889763542,0.44981018398563
0.46529635193755,0.487399961776808
0.502783561725613,0.523324768842169
0.537893237948302,0.558730096733887
0.57146671905636,0.594898910168292
0.605001502422887,0.633178000888543
0.640377810776331,0.67476611066097
0.679343366438768,0.720334672939341
0.722920443571781,0.769670494333006
0.77100860072143,0.821629011717991
0.822451491480353,0.874538621310402
0.875660329618794,0.926975108460732
0.929592469495624,0.978646257622434
0.98464700534859,1.03102304853304
1.04301156183764,1.08732490359723
1.10815649364649,1.15164315725303
1.18515354955755,1.22883683050065
1.27541479438128,1.3188537154169
1.36924760999759,1.41193095258373
1.45701791713257,1.49861997863701
1.52848049185189,1.56654383710355
1.56144204487458,1.59070753743856
1.53654180333663,1.54477936049727
1.43469652368777,1.41702585722354
1.26183436912382,1.22249356894255
1.03329459387643,0.976229036979498
0.764416452177248,0.693278802659579
0.470539198257921,0.388689407307984
0.167002086350094,0.0775073922499071
-0.130855629314588,-0.225220701189461
-0.407694694504477,-0.504448331684926
-0.648175854987927,-0.745128957911296
-0.836959856533293,-0.932216038543378
-0.958707444908927,-1.05066303225598
-1.01603088070942,-1.10444880907896
-1.05862529655799,-1.14327365680929
-1.09568033840164,-1.17627467292567
-1.13152668698907,-1.20756367090538
-1.1660891988999,-1.2368067984042
-1.19619370741717,-1.26057659556179
-1.21714950384396,-1.27395489244928
-1.22418922454271,-1.27205852244701
-1.21360941700248,-1.25133389953148
-1.18361513106914,-1.21051807987824
-1.13484678635709,-1.15113189186744
-1.07048363271886,-1.07735484686645
-0.995843813546604,-0.995286986523005
-0.917547506368329,-0.911843178443031
-0.842431005168154,-0.833647315651764
-0.776444419053974,-0.766186663357133
-0.723775214924131,-0.713262199060872
-0.686380324134905,-0.676669355191876
