IR_PPG,Red_PPG
-0.240509101161711,-0.131148836581968
-0.236495482045572,-0.130769871669502
-0.230020160365672,-0.129482249200344
-0.222040480071845,-0.127682359802703
-0.213570213962926,-0.125770525707656
-0.205509506499361,-0.124050147385819
-0.198516962758045,-0.122641613816104
-0.19293349776136,-0.121443441046954
-0.18875734901072,-0.120162612920639
-0.185669729261318,-0.118413438373561
-0.183117164117752,-0.115859390459321
-0.18045662668448,-0.112354245381609
-0.177144839377598,-0.108031764155447
-0.172910605239801,-0.103302750461996
-0.167828941614611,-0.0987487368114681
-0.162249173586912,-0.0949423792214126
-0.156600612261594,-0.0922525488525747
-0.151162423588146,-0.0906943780728111
-0.145901936684194,-0.0898705029415748
-0.140452821679046,-0.0890316980314843
-0.134242818114627,-0.0872592529414623
-0.12671906301376,-0.0837298931227879
-0.117578404042164,-0.0779798814318143
-0.106903510244421,-0.0700692188765644
-0.0951424074337997,-0.0605773650655405
-0.0829410161851852,-0.0504259237005719
-0.0709078025243578,-0.0405910422433935
-0.0594153882539827,-0.0318106820534365
-0.0485172737133652,-0.024392860097336
-0.0380006906275211,-0.0181884240461918
-0.0275383818819747,-0.0127230208603069
-0.0168685114488236,-0.00742279085061901
-0.00593381046983222,-0.00184662604384294
0.00506362478684577,0.00414749407371797
0.0157053910961116,0.0103468534828258
0.0254826264643005,0.0162556722881889
0.0339628854206842,0.0212776503496042
0.0409402669187952,0.0249525604169023
0.0465177841472767,0.0271577786132127
0.0510987218539745,0.0281892505150749
0.0552965001745515,0.028688801093776
0.0597974266575067,0.0294591277223765
0.0652226178658825,0.0312530909680328
0.0720281187040086,0.0346126471176624
0.080455899439646,0.0397868362642169
0.0905235766639349,0.0467204494241953
0.102039090302641,0.0550947045358222
0.114639418382399,0.064407011073504
0.127855817263196,0.0740809012309159
0.141200382964642,0.0835917814403637
0.154262318860444,0.0925821813942145
0.166793607563396,0.100931610154185
0.178746556815736,0.108750192613422
0.190222307811216,0.116285158139044
0.201331011279042,0.123764637260917
0.212036753716724,0.131243434926792
0.22209978022736,0.138532816185999
0.231185299252098,0.145267752081374
0.239099685871913,0.151097718506097
0.246012518940138,0.155913662168002
0.252497972767796,0.159983091357391
0.259307435572062,0.16388686018736
0.266928570712384,0.168237704793814
0.275112415138437,0.173276708847136
0.282588969109665,0.178528545346439
0.287127772552961,0.182697311441462
0.282186780159442,0.183892921180745
0.268218764625692,0.179973505047683
0.246506168421921,0.169054739152503
0.21833143401834,0.152395847251216
0.184977003885159,0.131256053099832
0.147725320492587,0.106894580454363
0.107858826310836,0.0805706530708173
0.0666599638101152,0.0535434947052071
0.0254111754606349,0.0270723291135424
-0.0146050962673946,0.00241638005183382
-0.0521064089037629,-0.0191651287239082
-0.0858103199782599,-0.0364129734576731
-0.114434387020675,-0.0491458238805283
-0.136696167560799,-0.0608282901552573
-0.152089447424909,-0.0722990665523195
-0.166480921236282,-0.0838542638566095
-0.180414232945825,-0.0951892469214421
-0.193689394014671,-0.105523006102477
-0.205487514646191,-0.113861114522686
-0.214677060985779,-0.119316882638161
-0.220211355699921,-0.121393603983665
-0.221494204990361,-0.120140231530899
-0.218594968529202,-0.116135314405484
-0.212244198182296,-0.110320720340766
-0.203624373238558,-0.103762440326618
-0.194050935798718,-0.097426378368647
-0.18467191126342,-0.0920250330464039
-0.176282956870105,-0.0879506802798836
-0.169286267709909,-0.0852877831944607
-0.163759097735705,-0.0838864679924931
-0.159565155602108,-0.0834656300959466
-0.156445481072669,-0.0837043891521923
-0.154058942406271,-0.0842917583087964
-0.151986289352239,-0.084935323199644
-0.149739167469816,-0.0853554963173353
-0.146810681263833,-0.0852911308736371
-0.142769152631146,-0.0845195150995597
-0.137354528233649,-0.0828734588441213
-0.130522954769843,-0.0802396272617516
-0.12241403045153,-0.0765403000032604
-0.113260319687936,-0.071713764554003
-0.103283159759884,-0.0657060737995781
-0.0926157709508804,-0.0584794674581188
-0.0812801640955115,-0.0500414090908831
-0.069227455183012,-0.0404968456752172
-0.0564297795781958,-0.0301136679165375
-0.0429892340604469,-0.0193710707040546
-0.029218201227623,-0.00895021454559555
-0.0156529612422622,0.000359689674215416
-0.00298225063148482,0.00783034504084536
0.00810021501353634,0.0129852175055416
0.0170759657194695,0.0157339720966796
0.0237467561381363,0.0163903699255571
0.0282862467603215,0.015571144379218
0.0311834390117409,0.0140291446139382
0.0331085737151743,0.0124883245475649
0.0347553775204026,0.0115230081722631
0.0367112886910736,0.0114914983957722
0.0393860382800733,0.0125186799314947
0.0429985058397729,0.0145226226259647
0.0475993471440685,0.0172806509203394
0.0531062935898295,0.0205215911272534
0.0593451941821289,0.0240205715015589
0.0661055158843487,0.0276738613568356
0.0732197780504468,0.03154308540869
0.0806565059104493,0.0358670135243163
0.0885861943033974,0.0410368268875028
0.0973681344397764,0.0475232909087414
0.107433786995848,0.0557451008778574
0.119094863197298,0.0658898267669801
0.132344815996434,0.0777411358110207
0.146733258373419,0.0905992122658965
0.161381156934355,0.103367798093414
0.175169660950911,0.114814889408444
0.18706579739116,0.123929197577546
0.196467314190116,0.130239279355473
0.203419160672776,0.133968145878204
0.208606733996122,0.135958683519812
0.21312491839047,0.13738981199758
0.218096534598172,0.139373312740337
0.224248970956538,0.142556322474075
0.231563169875196,0.146848614446631
0.239091686773966,0.151353309840405
0.245005224291325,0.154523269789122
0.246878341841476,0.154510844467493
0.242053466732388,0.150794925442382
0.228407599774489,0.14046783984292
0.207183878521829,0.124702271248695
0.179625440528457,0.104670903239293
0.14697542334842,0.0815464193942993
0.110476964535769,0.0565015032933006
0.0713732016445519,0.0307088385158829
0.0309072722288179,0.00534110864163239
-0.00967768615738424,-0.0184290027498648
-0.0491385359600054,-0.0394288120790227
-0.0862321396249969,-0.056485635766255
-0.119715359598309,-0.069464071632298
-0.148345058325895,-0.0811659346962049
-0.170878098253703,-0.0920265351718873
-0.18678167892897,-0.102179235274853
-0.200876556967445,-0.111480501734861
-0.213137137825522,-0.119562569650531
-0.223142608977138,-0.125904704241393
-0.230198506530702,-0.129946024658674
-0.233561744776377,-0.131244504680796
-0.232727763158722,-0.129634051928058
-0.227676204282627,-0.125300238058105
-0.218955151888339,-0.118727949087952
-0.207550769929567,-0.11055193258358
-0.194605185751495,-0.101396282794591
-0.181124781602874,-0.0917780002561112
-0.167807395549843,-0.0820958903559125
-0.155034140196419,-0.0726783070292987
-0.142984929313184,-0.0638438845864227
-0.131790625868411,-0.0559327881151173
-0.121637616789723,-0.0492832490848676
-0.112779202278708,-0.0441564246991082
-0.105458229735593,-0.0406455551722844
-0.0997854478873921,-0.0386239924300768
-0.0956374939429101,-0.0377709695655848
-0.0926310312305386,-0.0376686015075646
-0.0901944721261577,-0.0379222304123379
-0.0877121361809156,-0.0382486948251203
-0.0846840800038154,-0.0385001810125232
-0.0808419544218805,-0.0386236363847985
-0.0761809394241943,-0.0385832168225179
-0.070897808014322,-0.038287360983844
-0.0652583372703647,-0.0375563221790225
-0.0594475338249301,-0.0361438766524275
-0.0534707005276019,-0.0338009044065661
-0.0471557503641998,-0.0303515959931115
-0.0402547296011693,-0.0257525440526569
-0.0325843169974994,-0.02011798005032
-0.0241259606183909,-0.0137101576607123
-0.0150403581069499,-0.00690261914937009
-0.00560628527421502,-0.000123616543258351
0.00387057466956067,0.00621627946325978
0.0131331453863375,0.0118063239473835
0.0220134865696343,0.0165129592403889
0.0304482565913338,0.020428195798381
0.0384875089873902,0.023863332552226
0.0462996397199031,0.0272783736584412
0.0541577265206136,0.0311661988131914
0.062392586893514,0.035930180324541
0.0713106536942258,0.0417895303855106
0.081089127877588,0.0487273117388213
0.0916778183033209,0.0564821708911446
0.10275251307537,0.0645853696329565
0.113760309163073,0.0724498118151054
0.124063516852809,0.0795100333187945
0.13313947703928,0.0853846553787748
0.140756927468989,0.0900024146857135
0.147052022653607,0.0936307407436405
0.152474301513003,0.0967847832921967
0.157636509637241,0.100051694917445
0.163138813405878,0.10390234101408
0.169428380154137,0.108560290258709
0.176719538639217,0.113964422097247
0.184971092109701,0.119822222080017
0.19391120075731,0.125724762853256
0.203108786871602,0.13128275078216
0.21209451944574,0.136241881025905
0.220518432703416,0.140546190459614
0.228296938042336,0.144337975534314
0.235674451670934,0.147901841244465
0.243137963945647,0.15157002778581
0.251183469310093,0.15560596100351
0.260002985895604,0.160078381202413
0.269194382026214,0.16473896631911
0.277588329106495,0.168930048927535
0.283262786732178,0.171569608232778
0.283785757199803,0.171265230973972
0.278269696171254,0.167050884120285
0.262682271516467,0.156103859662582
0.238464620881732,0.139555440471547
0.207057881913338,0.118536909417863
0.169903192257575,0.0941795493722128
0.128441689560733,0.0676146432052788
0.0841145114691005,0.039973473787744
0.0383627956289679,0.0123873239902916
-0.00737232031337549,-0.0140125233163957
-0.0516496987116399,-0.0380947852616349
-0.0930282019195357,-0.0587281789747432
-0.130066692290773,-0.0747814215850376
-0.161324032179063,-0.0859887738205796
-0.185359083938116,-0.0954752918932239
-0.20166123314193,-0.104324805476615
-0.216700310090703,-0.113387141940374
-0.231118154325078,-0.123121130652342
-0.245067717744411,-0.133493102737918
-0.258139346532108,-0.143949521809822
-0.269383643382975,-0.153499780607481
-0.277498992346954,-0.160934267871208
-0.281196448451834,-0.165153270125303
-0.279653371316811,-0.165512360199816
-0.272881112399261,-0.162048529407024
-0.261832369460863,-0.155483648072303
-0.248178787960301,-0.146999265158212
-0.233840102575252,-0.137879068278205
-0.220455266666262,-0.129164282722888
-0.209000655457021,-0.121444832613746
-0.199681647586353,-0.114836393403504
-0.192095772384845,-0.109113318886183
-0.185553621897896,-0.103919128399298
-0.179399885839627,-0.0989699845189823
-0.173210642614429,-0.0941838322743922
-0.166824272595646,-0.0896925300796151
-0.160245089352177,-0.0857315943146827
-0.153502307911585,-0.082456032336437
-0.146544082442645,-0.0797780224696845
-0.139216778678183,-0.0773267300369465
-0.131341649550119,-0.0745764597672963
-0.122857791394592,-0.0710963104021473
-0.113957553903875,-0.0667923732064382
-0.105121352138334,-0.061998067112031
-0.0969904812211439,-0.0573400828119756
-0.090102621493143,-0.0534309045418218
-0.0846132523410908,-0.0505442997702153
-0.0801625286106942,-0.0484519854295974
-0.0759746693737297,-0.0465125378772871
-0.0711381510534655,-0.043955151163313
-0.0649183248695482,-0.040195876286739
-0.0569666108995418,-0.0350345367429198
-0.0473755153901609,-0.0286759658853745
-0.0366045530381368,-0.0216114944173979
-0.0253289736747634,-0.0144352829986651
-0.0142564172179319,-0.00766617282843449
-0.00394764911197176,-0.00162496601338612
0.0053195553343883,0.00361226140618045
0.0136024211880098,0.00819497819673606
0.0212403369490275,0.0124362415401937
0.0287166871225799,0.0167211991207281
0.0364894607857905,0.021392613789787
0.044853608329424,0.0266379582293399
0.0538803945373331,0.0324266688248944
0.06344481467628,0.0385382266732887
0.0733157712071802,0.0446735061878219
0.0832600947538444,0.0505901029136818
0.0931127696332624,0.0561923774236534
0.102793870721592,0.0615440349694179
0.112288964866166,0.0668174979408564
0.121624712224969,0.072216315202118
0.130858063449116,0.0779065172627686
0.140078602338002,0.0839847110850203
0.149417854322522,0.0904948156341329
0.159060179040847,0.0974807820028915
0.1692469447003,0.105041536545754
0.180264788084182,0.113350169621624
0.192416534631336,0.122617099729935
0.20597899439775,0.133009506531256
0.221142882971589,0.144564129987345
0.237920461152027,0.157125660824749
0.25602228215679,0.170314873438564
0.27473981988655,0.183512248765563
0.292889491376745,0.195854922484571
0.308855975379659,0.206267608272853
0.320733124619672,0.213546009409061
0.32652766974118,0.216482391353481
0.320792898629957,0.212350455578988
0.304612011715004,0.200758080372294
0.279520148624397,0.182910413908575
0.247052448986211,0.160012604363007
0.20874405242852,0.133269799910768
0.1661300985794,0.103887148727034
0.120745727066925,0.0730697989869812
0.0741260775191713,0.0420228988657862
0.0278062895642131,0.0119515965386256
-0.0166784971698742,-0.0159389598193239
-0.0577931430550157,-0.0404436220328859
-0.0940025084631365,-0.0603572419268839
-0.123771453766161,-0.0744746713261412
-0.145564839336015,-0.0828797244706495
-0.159195275970424,-0.0888026133681463
-0.170514333657919,-0.0935381248094625
-0.180676145630231,-0.0979674223479606
-0.19006693737663,-0.102439354470134
-0.198358119406381,-0.106827655224836
-0.204763510931094,-0.110708536969913
-0.208390489848389,-0.113569183611809
-0.208567758763373,-0.114971930226946
-0.2050643483779,-0.114643869513625
-0.198162845511337,-0.112503482892124
-0.188596195477395,-0.108652584628326
-0.177388167469224,-0.103353928858006
-0.165645883772526,-0.0969982637349736
-0.154348379171864,-0.090056042854517
-0.144173957167742,-0.0830138866089364
-0.135410448353162,-0.0763054651333252
-0.12797931910089,-0.0702501625988805
-0.121566728336737,-0.0650139325136959
-0.115806874440068,-0.0606094297982511
-0.110437449644369,-0.0569430901719352
-0.105364254125935,-0.0538883603235727
-0.100622815554134,-0.0513435372112239
-0.096278714574557,-0.0492464182781089
-0.0923326547850734,-0.0475512990406288
-0.0886776130802669,-0.0461920323693609
-0.0851127611795773,-0.0450488328666743
-0.0813878615996964,-0.0439258097082158
-0.0772497473232052,-0.0425477791287649
-0.0724774232664786,-0.0405920154128366
-0.0669047974391035,-0.0377628198578491
-0.0604334196427309,-0.0338884727151054
-0.0530367796331698,-0.028993177445168
-0.0447569200187061,-0.0232990322513282
-0.0356937017466151,-0.0171490417659982
-0.0259885883187353,-0.0108881656178076
-0.0158087230858574,-0.00476440957806669
-0.00533973708393162,0.00110056617825458
0.00520554891683813,0.00666372031322291
0.0155636920160351,0.0118734371877765
0.0254018537671326,0.0166040482481715
0.0343386729020144,0.0206625966685951
0.0420276411238409,0.0238755985030387
0.048281915796832,0.0262090641945301
0.0531782109239901,0.0278457854926031
0.0570791519342278,0.0291675683112179
0.0605579198243766,0.0306520813906365
0.0642572838317114,0.0327435205887907
0.0687364770418539,0.0357570157537397
0.0743535258922213,0.0398400806626198
0.0812095006849089,0.0449773529725099
0.0891561931219642,0.0510124411239209
0.0978530821955993,0.0576740457225132
0.106858906597933,0.0646150391486074
0.115746592472196,0.0714801533911854
0.124223771415682,0.0780020016678669
0.132227849216415,0.0840982804078798
0.139960365448884,0.0899246436626697
0.14783934331998,0.0958426006115585
0.156375614194245,0.10229319441766
0.166007544195828,0.109612279025744
0.176946431357469,0.117858310848674
0.189085297637895,0.12672957113009
0.202006083550799,0.135618913906866
0.215086993021693,0.143798062386015
0.227669000174667,0.150659942509127
0.239202737587263,0.155905741395268
0.249287939244732,0.15957141520333
0.25755817941754,0.161856621209749
0.263447626429762,0.162823714620877
0.26595947747863,0.162116741181032
0.263583799464525,0.158853559865599
0.254400929913862,0.150514491106529
0.235065972786945,0.135697756692521
0.207229836130529,0.115627415722351
0.17254342799137,0.091527527294793
0.132657656416225,0.0646221505086209
0.0892234294518492,0.0361353444626089
0.0438916551449985,0.00729116825553133
-0.00168675845757094,-0.0206863190138376
-0.0458609033091032,-0.0465730582467238
-0.0869798713628422,-0.0691449903443529
-0.123392754572032,-0.0871780562079508
-0.153448644889917,-0.0994481967387434
-0.175496634269741,-0.106219110112176
-0.189295028934534,-0.110753120275311
