IR_PPG,Red_PPG
-1.29612190302327,-1.18234232748445
-1.27454218596224,-1.13895676760602
-1.24362279795495,-1.07872978479327
-1.21168519271443,-1.01519188534455
-1.18544759088531,-0.962825350032935
-1.16834690955547,-0.93255449194633
-1.15981483912007,-0.927829552838348
-1.15568650721462,-0.943345444046346
-1.14968238114907,-0.967102954274696
-1.13549117415827,-0.984750192497046
-1.10865303062694,-0.984259614141795
-1.06756713311495,-0.959281221509019
-1.01346690757481,-0.910285826830985
-0.949659926825275,-0.84338345740835
-0.880444481294397,-0.767474546438904
-0.810026136629445,-0.690982536400339
-0.74164358326898,-0.619404057196757
-0.676986916048404,-0.554306452564314
-0.615904159557413,-0.493717418702759
-0.556467332011223,-0.433501558975597
-0.495606872187257,-0.369272851491846
-0.430383902771172,-0.29838636713206
-0.359479704800518,-0.221452498257082
-0.284103238254272,-0.142760582134602
-0.207738608228489,-0.0692441026067131
-0.13484620259809,-0.00820781081836473
-0.0691947304165963,0.0353582442011592
-0.0125736104681272,0.060799752826371
0.0356646865499612,0.0722888746150636
0.0782189853346334,0.0775747318390883
0.118996679955783,0.0856685709924337
0.162316230539048,0.104654191056279
0.212346931882145,0.140466999040765
0.272557891632952,0.196584539549752
0.344930823968834,0.273949219743113
0.42911575013751,0.370586719030539
0.522096146030975,0.481108240294791
0.618866208360557,0.596949766247338
0.714101134206936,0.708106655859119
0.804148252088223,0.806149432294611
0.888348219162732,0.887244260950593
0.9690099771006,0.953703403375485
1.05013563951209,1.01332885171828
1.13565493628785,1.07677937957874
1.22802331841406,1.15386951352133
1.3276052456445,1.25007071035133
1.43274393182279,1.36452736676318
1.54021313686605,1.49045590311387
1.64588845356667,1.61782343328658
1.74567705156108,1.73712020075358
1.83672128587852,1.84259194364073
1.91860658675922,1.93379117526633
1.99396352121871,2.01517388046731
2.06776409691743,2.09398844175505
2.14500333187815,2.17687124849867
2.22728236020228,2.26588809666486
2.30966722632041,2.35536907327529
2.37951586963713,2.43116467416004
2.41835763022193,2.47324153985551
2.40654761941815,2.46102720176178
2.34267394493256,2.39013182571907
2.19921024342953,2.23034353309687
1.99418243781869,2.0046425567472
1.74561645100964,1.73600912952208
1.47153820591201,1.44742348427352
1.18997362543542,1.16186585385356
0.918948632489483,0.902316471114212
0.676489149983818,0.691755568907496
0.480621100828043,0.531564634790163
0.332999500326188,0.416352230224266
0.208641026956587,0.331823279254733
0.0965425980396443,0.259408157862038
-0.0115845179911541,0.181574538896409
-0.119954021254407,0.0866948211183348
-0.229002183359101,-0.0278549646347183
-0.336581003109894,-0.155382074565632
-0.439258469322933,-0.282582598442383
-0.533273373742481,-0.39434775058002
-0.615090551498721,-0.478816433534209
-0.681747432974289,-0.530730371845484
-0.731175603130605,-0.552047795185048
-0.762500742950396,-0.550140024423341
-0.776212430432197,-0.534911872932811
-0.774170430643929,-0.516291316277004
-0.759495458622401,-0.502752763607397
-0.736309273957755,-0.500497617529021
-0.709203451509858,-0.512526016853995
-0.68248850124794,-0.537527503551646
-0.659594433275198,-0.56958756153664
-0.643024569135247,-0.599840527335083
-0.634855014462002,-0.620008323692726
-0.637328903217097,-0.626330403799009
-0.653035358231378,-0.621980806355856
-0.684431346747909,-0.616813792345138
-0.732801781828536,-0.624434162456155
-0.79705839916167,-0.657546481699993
-0.872971929406251,-0.723149842112928
-0.953344187218441,-0.819348811650603
-1.0292352382361,-0.935142568672339
-1.09188939305867,-1.0534362514864
-1.13469637576188,-1.15610947938186
-1.15451619650434,-1.22912889248435
-1.15200426020228,-1.26593322979047
-1.13100340773312,-1.26829724620675
-1.09732972201033,-1.24480800090509
-1.05731148915117,-1.20762098811792
-1.01640307079506,-1.16851111274026
-0.978134238226746,-1.1354517816908
-0.943537062883815,-1.11072848050923
-0.911132528644143,-1.09092565011384
-0.877613636050987,-1.06856766703069
-0.839259226158622,-1.03499718561417
-0.793653180481242,-0.983826285024917
-0.740847361309111,-0.913793382071207
-0.683275488628534,-0.82966896126974
-0.624478213985933,-0.740582394054835
-0.567411638784831,-0.656499696262838
-0.513270494172552,-0.584537528194576
-0.4613541857892,-0.526671702618374
-0.409875916668164,-0.479540346074867
-0.357159024237387,-0.436223380604773
-0.302569683655988,-0.389310666326636
-0.246731729670387,-0.334047661568513
-0.190948254119192,-0.270101190582907
-0.136196329093692,-0.201058766727441
-0.0822921609468618,-0.132042544892324
-0.0276514903808751,-0.0668835079755962
0.0302988941103094,-0.00642360262464091
0.0942459071854085,0.0512757029929828
0.165942731071097,0.109172728667881
0.245364642693848,0.169097005184408
0.330430114918458,0.230462351346938
0.417425108505816,0.290535881402798
0.501972106504593,0.346115602816532
0.580249756319507,0.395686098269486
0.650180104870011,0.440815419182011
0.712294777672058,0.486047876160225
0.769978318298715,0.537539652782427
0.82888622437571,0.601362779503844
0.895569035874067,0.682240207458281
0.975644869821102,0.782768999290681
1.07212224908639,0.902764129662365
1.18450112667355,1.03867719876747
1.30900905465531,1.1836582672354
1.43985014376443,1.32886445673659
1.57082783835867,1.46581249764232
1.69644068310487,1.58856933624251
1.81182027288154,1.69430488756262
1.91161877331037,1.78165231967486
1.98870342291638,1.84794738478714
2.03375028583117,1.88740551090252
2.03636854129678,1.89163245760897
1.98755623689986,1.85218828876419
1.88633217586933,1.76384173735711
1.72795179478238,1.62722731054221
1.5282558820776,1.45008714576483
1.30308522619357,1.2466336531272
1.06828061556886,1.03509189165065
0.839682838642057,0.834182658585434
0.633132683851739,0.659602177866337
0.464470939636485,0.521251349323468
0.337989799038663,0.421596370256575
0.240123322490115,0.355448737369811
0.160210065693813,0.311344491823021
0.0869341985469909,0.274290995898527
0.0107812440652069,0.229171835085743
-0.0745159484992448,0.163994814063805
-0.171516976565726,0.0724261693666636
-0.279361161385939,-0.0448018108035487
-0.394576733353093,-0.180112722096496
-0.512215135367897,-0.321190373663301
-0.627000465864958,-0.454360219759734
-0.734097455428062,-0.567903492272032
-0.829319812309427,-0.654155650697312
-0.909051738054004,-0.710187432345406
-0.970401244270222,-0.737630576245159
-1.01184970791993,-0.742205039852565
-1.03410195123452,-0.733007844578676
-1.04047521780421,-0.721250333018468
-1.03635268077529,-0.718199549042363
-1.02784638688597,-0.732557784966928
-1.02034701620911,-0.76810092705999
-1.01765820381627,-0.822595704364139
-1.02195844390427,-0.888570606610746
-1.03427748616866,-0.955745911955659
-1.05489741513309,-1.01431202636672
-1.08328025206674,-1.05790542848948
-1.11764868183142,-1.08512833472499
-1.15475368239397,-1.09905283677139
-1.19027576428158,-1.10519587242109
-1.21983637750808,-1.10914076919965
-1.24017530136306,-1.11479110057405
-1.2499410094325,-1.12357091078439
-1.24972123358627,-1.13441127367605
-1.24131140331761,-1.14428763164028
-1.22663550354284,-1.14915208925485
-1.206915513452,-1.14509246810767
-1.18243895444761,-1.12944859633383
-1.15284983078874,-1.10157288240395
-1.11770476437353,-1.06302495086031
-1.07705391845833,-1.01720202360344
-1.03174345249245,-0.968565885028095
-0.983151335908275,-0.921613554023872
-0.932473089888144,-0.879723405581206
-0.880168707516503,-0.844210865323174
-0.826133717805067,-0.814109286436984
-0.770514967393822,-0.786912165170255
-0.714480182745342,-0.75990428237478
-0.660236105834419,-0.731408016392524
-0.610165637833161,-0.701503768729581
-0.565637675641454,-0.672085136515365
-0.526285380740827,-0.64613625555269
-0.490166450583291,-0.626198795456444
-0.454575603521782,-0.61250064919012
-0.416953851640628,-0.601790949107801
-0.375527232508214,-0.587835627676966
-0.329653334298932,-0.563627046157043
-0.279940282571573,-0.524294300047747
-0.228058823389079,-0.469243717123373
-0.176148721593693,-0.402485535297569
-0.125969193638045,-0.33106896972044
-0.0781857095616947,-0.262437836578096
-0.0321229328634332,-0.201890486961783
0.0139958811735596,-0.151103927052099
0.062567274751883,-0.108094867656418
0.116147418535774,-0.0683651424902786
0.177085921808914,-0.0265509887404826
0.247149054921079,0.022151964931387
0.327066541068412,0.0811438771339019
0.416139854769849,0.15203790642828
0.512166167461016,0.23445131364476
0.611794978421967,0.325848377333252
0.711156485946215,0.421580416198516
0.806466718385921,0.515458544230825
0.894465067426205,0.601136315667392
0.972784085669572,0.674100570210549
1.04039037517771,0.733395089098739
1.09805358846247,0.782033231232688
1.14864822318643,0.825803011659916
1.19708224526484,0.871261111271964
1.24965860311523,0.924080656719571
1.31271204064318,0.988214819075735
1.39061719811648,1.06538868566343
1.48370014289795,1.15425869860068
1.58682399190827,1.24926738764427
1.68922815168524,1.340014745499
1.77577525515906,1.41214459858407
1.82937761481101,1.45011681132797
1.83411836800907,1.44115166056207
1.77845452699462,1.37878609396461
1.66360762636926,1.26451210558096
1.48442055860232,1.1069482040809
1.25912978800722,0.919291569332846
1.00597177889735,0.716540759207837
0.743182995586124,0.513696976685585
0.488999902386937,0.32506623475059
0.261658963613196,0.163711079166954
0.0793966435783067,0.039934971985784
-0.052749163640516,-0.0413778145693233
-0.147451943497754,-0.0834388847712767
-0.215893425240359,-0.0984849236740915
-0.271172272504609,-0.105760136838835
-0.325260924464408,-0.126791379677753
-0.386987183323807,-0.179521031727299
-0.461273241516493,-0.273249510341594
-0.549218616112159,-0.405863585365832
-0.648438266268792,-0.564090596392042
-0.753407493820004,-0.726788082449697
-0.856039451815106,-0.870488807702955
-0.946892637552905,-0.975671364913503
-1.01710304607595,-1.03180487892071
-1.06057497591942,-1.03944226503043
-1.07560507124884,-1.00870755965636
-1.06526382523037,-0.955059055885241
-1.03638647688509,-0.89422806022067
-0.997550078011816,-0.838134623664345
-0.956740332854509,-0.792792506289875
-0.919561007537236,-0.758464784304539
